job_id,job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
AI03138,Principal Data Scientist,124095,SE,FL,Canada,S,Ghana,50,"SQL, Scala, GCP",Master,9,Media,8.3,Cloud AI Solutions
AI03139,Computer Vision Engineer,84282,MI,FT,Canada,M,Indonesia,50,"Scala, Linux, Kubernetes, Python",PhD,2,Energy,6.4,Digital Transformation LLC
AI03140,Data Scientist,163240,SE,FL,United States,M,Russia,50,"Scala, SQL, Azure",Master,5,Government,8.1,Quantum Computing Inc
AI03141,Machine Learning Researcher,168185,SE,CT,Ireland,L,Ireland,50,"Computer Vision, Git, Python, TensorFlow",Bachelor,7,Consulting,7.5,DataVision Ltd
AI03142,Robotics Engineer,116627,MI,CT,United States,S,United States,0,"TensorFlow, NLP, Azure, Linux, Mathematics",Master,3,Education,9.9,Machine Intelligence Group
AI03143,AI Product Manager,101270,MI,FT,United States,S,United States,50,"Python, Azure, Tableau",Associate,2,Healthcare,7.0,Digital Transformation LLC
AI03144,ML Ops Engineer,65343,EN,CT,Sweden,M,Sweden,100,"GCP, SQL, Tableau",Bachelor,1,Media,9.8,Predictive Systems
AI03145,Computer Vision Engineer,137416,SE,FT,South Korea,L,Colombia,50,"SQL, Python, MLOps",PhD,9,Telecommunications,8.8,Machine Intelligence Group
AI03146,Robotics Engineer,295909,EX,FL,Netherlands,L,Netherlands,100,"Spark, TensorFlow, Tableau, AWS, Python",Bachelor,10,Healthcare,9.7,AI Innovations
AI03147,Autonomous Systems Engineer,143218,SE,FL,Ireland,M,Finland,0,"SQL, Scala, Spark, Azure",PhD,8,Technology,9.3,Neural Networks Co
AI03148,Head of AI,190216,EX,FL,Netherlands,L,Netherlands,0,"Python, MLOps, Kubernetes",Associate,18,Manufacturing,5.4,Smart Analytics
AI03149,Data Analyst,151114,EX,FT,Japan,S,Japan,50,"Spark, Statistics, Docker, Linux, Hadoop",Master,18,Gaming,5.7,Algorithmic Solutions
AI03150,Robotics Engineer,77870,EN,CT,Norway,L,Norway,50,"TensorFlow, PyTorch, AWS, Deep Learning",PhD,0,Automotive,5.8,Smart Analytics
AI03151,Robotics Engineer,49183,EN,FL,Japan,S,Japan,50,"Tableau, Statistics, Python, NLP, Computer Vision",Master,0,Consulting,8.5,DeepTech Ventures
AI03152,Autonomous Systems Engineer,62143,EN,PT,Israel,M,Ukraine,100,"Python, GCP, Deep Learning",Associate,1,Education,5.3,Quantum Computing Inc
AI03153,AI Software Engineer,121259,SE,CT,Australia,M,Belgium,0,"Statistics, Git, Deep Learning, Data Visualization, GCP",PhD,5,Real Estate,8.3,Advanced Robotics
AI03154,AI Software Engineer,128628,SE,PT,Japan,M,Japan,50,"Statistics, Python, Kubernetes, Git, TensorFlow",Bachelor,9,Telecommunications,7.3,Cloud AI Solutions
AI03155,Research Scientist,115473,SE,CT,Canada,M,Ukraine,50,"Python, Kubernetes, Azure, Spark, TensorFlow",Associate,8,Government,9.7,Quantum Computing Inc
AI03156,Data Engineer,238600,EX,FT,Israel,M,Israel,0,"PyTorch, NLP, Python, GCP",Master,11,Media,9.6,Advanced Robotics
AI03157,AI Product Manager,113103,EN,PT,Switzerland,L,Switzerland,0,"SQL, Linux, NLP, Azure, PyTorch",Bachelor,1,Real Estate,6.4,Advanced Robotics
AI03158,Deep Learning Engineer,47429,SE,PT,India,S,India,50,"R, Git, SQL, Docker",Associate,7,Government,6.3,Algorithmic Solutions
AI03159,AI Research Scientist,274181,EX,PT,Israel,L,Philippines,0,"Scala, AWS, SQL, MLOps",Associate,17,Technology,9.2,Neural Networks Co
AI03160,Principal Data Scientist,139553,SE,FT,Canada,M,Canada,50,"Kubernetes, Java, Spark",Bachelor,6,Consulting,8.9,Digital Transformation LLC
AI03161,AI Product Manager,83557,MI,CT,Finland,S,Singapore,100,"NLP, Kubernetes, Hadoop, R",PhD,3,Consulting,5.2,Autonomous Tech
AI03162,AI Consultant,211357,EX,CT,Australia,S,Turkey,0,"Scala, Git, Spark, Python",Master,15,Transportation,8.2,Digital Transformation LLC
AI03163,ML Ops Engineer,181722,SE,PT,Switzerland,M,Switzerland,100,"Azure, R, GCP",PhD,8,Real Estate,7.2,Machine Intelligence Group
AI03164,Computer Vision Engineer,137403,SE,CT,Canada,M,Indonesia,0,"TensorFlow, Mathematics, Computer Vision, Python, GCP",Bachelor,8,Finance,5.8,Quantum Computing Inc
AI03165,Principal Data Scientist,65926,EN,CT,Singapore,S,Singapore,0,"Python, MLOps, GCP, Mathematics",Master,1,Transportation,7.8,DeepTech Ventures
AI03166,Head of AI,63867,EN,CT,Sweden,L,Italy,100,"MLOps, Tableau, GCP, PyTorch, TensorFlow",PhD,0,Real Estate,9.7,Advanced Robotics
AI03167,Deep Learning Engineer,73754,EN,CT,Germany,L,Germany,0,"Linux, R, Data Visualization",Associate,0,Real Estate,7.4,Predictive Systems
AI03168,Data Analyst,100588,MI,CT,United Kingdom,S,United Kingdom,0,"Git, AWS, SQL",Master,4,Government,9.7,AI Innovations
AI03169,Robotics Engineer,215335,EX,PT,Ireland,S,Ireland,100,"NLP, SQL, Tableau",Bachelor,19,Technology,7.2,Quantum Computing Inc
AI03170,AI Architect,96892,EN,CT,United Kingdom,L,United Kingdom,0,"SQL, Linux, PyTorch",PhD,1,Real Estate,7.3,Neural Networks Co
AI03171,Head of AI,203281,SE,CT,Norway,L,Norway,0,"SQL, Docker, Azure",PhD,9,Technology,8.7,Cloud AI Solutions
AI03172,Deep Learning Engineer,128930,MI,PT,Switzerland,M,Switzerland,0,"SQL, PyTorch, GCP, Tableau, Deep Learning",Associate,3,Consulting,5.0,Machine Intelligence Group
AI03173,AI Architect,59295,EN,FL,Canada,S,Canada,50,"MLOps, Linux, SQL, Statistics",Bachelor,0,Consulting,5.1,Algorithmic Solutions
AI03174,AI Architect,149462,EX,CT,Canada,S,Canada,100,"Spark, Computer Vision, R, SQL",PhD,13,Real Estate,7.9,Digital Transformation LLC
AI03175,Data Analyst,134389,EX,FL,South Korea,S,South Korea,50,"Python, Java, MLOps, GCP, Deep Learning",PhD,12,Manufacturing,8.0,Quantum Computing Inc
AI03176,Deep Learning Engineer,77125,EN,FT,Sweden,L,Sweden,50,"Azure, SQL, Linux, Data Visualization, Git",Master,1,Telecommunications,8.6,Machine Intelligence Group
AI03177,Autonomous Systems Engineer,177796,EX,PT,United Kingdom,L,United Kingdom,0,"SQL, Tableau, GCP, AWS",Bachelor,12,Real Estate,8.5,Algorithmic Solutions
AI03178,Robotics Engineer,146724,SE,CT,Denmark,M,Denmark,100,"Data Visualization, Python, MLOps, Kubernetes",Bachelor,5,Media,9.4,DeepTech Ventures
AI03179,Data Engineer,170330,SE,CT,Norway,M,Norway,100,"Git, Statistics, Spark, Python, MLOps",Master,6,Manufacturing,7.8,Quantum Computing Inc
AI03180,Computer Vision Engineer,79412,MI,CT,South Korea,S,Finland,100,"NLP, Docker, SQL, Python",Master,3,Energy,9.2,Future Systems
AI03181,AI Specialist,124306,SE,FL,Netherlands,L,Netherlands,100,"Python, Azure, GCP, Mathematics, R",Associate,7,Finance,6.4,TechCorp Inc
AI03182,Head of AI,119037,SE,FT,Netherlands,S,Netherlands,0,"Linux, Kubernetes, Tableau, Python, TensorFlow",Bachelor,7,Technology,9.9,Algorithmic Solutions
AI03183,NLP Engineer,222977,EX,FL,Germany,L,Germany,0,"NLP, Computer Vision, Data Visualization, Docker, SQL",PhD,13,Finance,9.0,Machine Intelligence Group
AI03184,Data Engineer,136646,SE,PT,Canada,M,Canada,100,"Python, Docker, Hadoop, Deep Learning",PhD,9,Telecommunications,8.4,Algorithmic Solutions
AI03185,AI Specialist,192004,EX,FT,Japan,L,France,0,"Kubernetes, AWS, PyTorch",Master,11,Real Estate,6.5,Future Systems
AI03186,Research Scientist,270814,EX,PT,United Kingdom,L,Sweden,0,"Spark, Deep Learning, Azure, Java, Tableau",Bachelor,17,Gaming,6.6,Neural Networks Co
AI03187,AI Consultant,125599,SE,FL,Sweden,M,Sweden,0,"Computer Vision, Java, Data Visualization",Associate,8,Technology,7.7,TechCorp Inc
AI03188,Machine Learning Engineer,102825,MI,PT,Finland,L,United Kingdom,100,"Docker, Tableau, Hadoop, Computer Vision",Associate,3,Technology,7.2,Cloud AI Solutions
AI03189,AI Research Scientist,233678,EX,FT,Japan,L,Malaysia,100,"MLOps, Azure, Tableau, NLP, PyTorch",Associate,15,Consulting,6.8,Predictive Systems
AI03190,AI Consultant,92649,MI,PT,Netherlands,M,Czech Republic,100,"Spark, Tableau, MLOps",Associate,4,Energy,9.9,Advanced Robotics
AI03191,AI Research Scientist,102702,MI,CT,Germany,M,Germany,0,"GCP, Docker, Scala, Python",PhD,4,Automotive,7.0,Machine Intelligence Group
AI03192,Autonomous Systems Engineer,220138,EX,PT,Singapore,S,Singapore,0,"Java, Linux, Scala, Kubernetes",Associate,10,Finance,5.1,Machine Intelligence Group
AI03193,NLP Engineer,102269,MI,PT,Singapore,L,Singapore,50,"SQL, Python, Deep Learning, Linux",Bachelor,3,Energy,10.0,Cognitive Computing
AI03194,AI Software Engineer,164789,EX,FL,Denmark,S,Denmark,100,"Linux, Scala, Docker",Master,15,Retail,9.6,DeepTech Ventures
AI03195,AI Software Engineer,37291,MI,FT,India,L,India,50,"PyTorch, TensorFlow, Docker, Hadoop, Linux",Associate,2,Consulting,8.6,AI Innovations
AI03196,NLP Engineer,112266,MI,FT,United States,M,United States,50,"Azure, Kubernetes, AWS",Associate,3,Transportation,5.7,Cloud AI Solutions
AI03197,NLP Engineer,67601,EN,FL,South Korea,L,Canada,0,"NLP, GCP, Scala",Associate,0,Finance,5.7,Cognitive Computing
AI03198,AI Software Engineer,265839,EX,CT,Canada,L,Canada,0,"Tableau, SQL, Hadoop, Computer Vision, PyTorch",Master,16,Technology,9.9,Cloud AI Solutions
AI03199,Autonomous Systems Engineer,127393,SE,FT,Canada,S,Canada,50,"SQL, Tableau, Docker, PyTorch",PhD,6,Finance,9.6,Digital Transformation LLC
AI03200,Machine Learning Engineer,79956,MI,FL,Israel,M,Israel,50,"SQL, Scala, Hadoop, Computer Vision, Python",Associate,3,Automotive,7.0,AI Innovations
AI03201,AI Product Manager,64844,EN,PT,Finland,M,Finland,100,"MLOps, Linux, TensorFlow",Associate,0,Manufacturing,6.3,AI Innovations
AI03202,Data Analyst,255126,EX,PT,United Kingdom,L,Netherlands,50,"Docker, MLOps, Data Visualization",Master,17,Technology,5.4,Cognitive Computing
AI03203,Data Analyst,55235,EN,FL,Sweden,M,Sweden,100,"Scala, Kubernetes, NLP, Azure",Associate,0,Gaming,6.9,Cognitive Computing
AI03204,AI Product Manager,179903,SE,FT,Netherlands,L,Netherlands,0,"Linux, Scala, Java, Docker",Master,7,Media,6.3,Machine Intelligence Group
AI03205,Deep Learning Engineer,99326,MI,FT,Finland,L,Finland,100,"Tableau, R, Linux, Git, Java",PhD,2,Transportation,7.9,Algorithmic Solutions
AI03206,NLP Engineer,36397,MI,PT,China,S,China,100,"NLP, Tableau, Docker, MLOps, Data Visualization",Master,4,Gaming,9.6,Advanced Robotics
AI03207,Head of AI,55499,SE,FT,China,L,China,50,"Spark, R, Hadoop, Kubernetes",PhD,6,Consulting,9.4,Future Systems
AI03208,Data Analyst,32595,MI,FT,India,M,Kenya,100,"Python, MLOps, Data Visualization, AWS",Master,3,Government,6.4,Advanced Robotics
AI03209,AI Software Engineer,257447,EX,PT,United States,S,United States,0,"Python, PyTorch, TensorFlow, R",Master,19,Consulting,6.7,Predictive Systems
AI03210,Research Scientist,92838,MI,CT,Austria,M,Austria,0,"PyTorch, Azure, MLOps, GCP",Bachelor,2,Real Estate,7.2,Cloud AI Solutions
AI03211,ML Ops Engineer,90741,MI,FT,Austria,S,Austria,0,"Tableau, NLP, GCP, Java",PhD,4,Retail,7.1,Cloud AI Solutions
AI03212,Computer Vision Engineer,76319,SE,FL,South Korea,S,South Korea,0,"TensorFlow, Python, Docker, Java",Master,6,Media,6.4,Autonomous Tech
AI03213,AI Specialist,210418,EX,FT,Austria,L,Austria,100,"Java, Azure, MLOps",Master,11,Government,8.4,DataVision Ltd
AI03214,AI Software Engineer,196045,EX,FL,Germany,M,Romania,0,"Docker, Python, Kubernetes",PhD,10,Education,5.2,Neural Networks Co
AI03215,Deep Learning Engineer,135969,SE,FT,Switzerland,S,Belgium,100,"R, Kubernetes, Docker",PhD,8,Technology,5.3,Future Systems
AI03216,Head of AI,48643,EN,FT,Netherlands,S,Netherlands,100,"NLP, Scala, R, Tableau, Python",Bachelor,1,Retail,7.5,DeepTech Ventures
AI03217,AI Architect,78066,EN,PT,Finland,L,Egypt,0,"Python, Data Visualization, Kubernetes",Bachelor,0,Real Estate,7.9,TechCorp Inc
AI03218,Machine Learning Researcher,41677,EN,CT,South Korea,S,South Korea,100,"MLOps, R, Kubernetes, Deep Learning",Associate,0,Energy,6.1,Autonomous Tech
AI03219,Deep Learning Engineer,93162,EN,FT,Japan,L,Japan,100,"Python, Deep Learning, Java",Master,0,Manufacturing,9.7,Cognitive Computing
AI03220,Research Scientist,64788,EN,PT,Germany,S,Hungary,50,"PyTorch, Statistics, Spark, SQL, GCP",Associate,0,Media,6.0,Neural Networks Co
AI03221,AI Architect,154205,EX,CT,Ireland,S,Ireland,50,"Azure, AWS, GCP, Spark",Bachelor,19,Media,7.8,Algorithmic Solutions
AI03222,Principal Data Scientist,143701,SE,CT,Israel,M,Israel,100,"Tableau, SQL, Scala, Azure",Associate,8,Media,6.2,DataVision Ltd
AI03223,Data Scientist,164876,SE,PT,Switzerland,S,Switzerland,0,"Kubernetes, AWS, Scala, GCP",Bachelor,9,Government,6.2,Neural Networks Co
AI03224,Autonomous Systems Engineer,35464,EN,FT,China,M,China,0,"Mathematics, Docker, Azure",PhD,1,Education,9.4,DeepTech Ventures
AI03225,AI Specialist,59626,EN,FL,Ireland,M,Ireland,0,"Linux, Java, Scala",Bachelor,1,Gaming,5.5,TechCorp Inc
AI03226,AI Specialist,307432,EX,FL,Norway,M,Norway,100,"Linux, Python, NLP",PhD,11,Manufacturing,9.6,Digital Transformation LLC
AI03227,AI Architect,176090,SE,FL,Norway,S,Luxembourg,100,"Hadoop, AWS, Spark",Associate,6,Technology,9.2,AI Innovations
AI03228,AI Architect,66682,EN,FL,United States,S,United States,0,"Scala, Java, NLP, R",Associate,0,Finance,9.8,Digital Transformation LLC
AI03229,Data Analyst,39616,EN,FT,South Korea,S,South Korea,0,"TensorFlow, Scala, Tableau, R, Python",PhD,0,Real Estate,8.0,DeepTech Ventures
AI03230,AI Product Manager,122403,EN,PT,Switzerland,L,Singapore,100,"TensorFlow, Kubernetes, NLP",Associate,0,Finance,8.2,Cognitive Computing
AI03231,Deep Learning Engineer,130431,SE,FT,Finland,M,Finland,100,"Linux, R, NLP",PhD,8,Government,6.4,Smart Analytics
AI03232,AI Software Engineer,91342,MI,PT,Germany,S,Germany,100,"Hadoop, SQL, Docker",Bachelor,4,Healthcare,6.7,TechCorp Inc
AI03233,AI Product Manager,34743,EN,FL,China,M,China,100,"R, Hadoop, PyTorch",Master,0,Real Estate,7.9,Future Systems
AI03234,Computer Vision Engineer,75941,MI,FT,France,S,France,100,"Statistics, R, Python, GCP",Master,3,Telecommunications,6.5,Machine Intelligence Group
AI03235,AI Product Manager,53406,EN,CT,South Korea,M,South Korea,100,"NLP, Kubernetes, Python",Associate,0,Manufacturing,9.6,Neural Networks Co
AI03236,Autonomous Systems Engineer,280999,EX,FT,Switzerland,M,Switzerland,100,"Linux, Kubernetes, GCP, Python",Associate,18,Gaming,9.3,Predictive Systems
AI03237,Computer Vision Engineer,211482,EX,PT,Singapore,L,Singapore,50,"Scala, Statistics, Python",Bachelor,17,Education,8.0,DeepTech Ventures
AI03238,AI Architect,188072,EX,CT,Switzerland,S,Switzerland,100,"SQL, Kubernetes, Azure",Associate,11,Automotive,5.9,Predictive Systems
AI03239,NLP Engineer,89391,MI,FL,Germany,M,Germany,0,"SQL, Hadoop, Java",Bachelor,2,Consulting,6.3,DeepTech Ventures
AI03240,Machine Learning Researcher,172617,SE,FL,Switzerland,L,Switzerland,0,"Data Visualization, NLP, Azure",Associate,7,Real Estate,6.3,Digital Transformation LLC
AI03241,Head of AI,247125,EX,FT,Singapore,L,Singapore,100,"TensorFlow, Git, Java, Azure, NLP",PhD,18,Energy,6.1,Advanced Robotics
AI03242,AI Architect,58586,EN,CT,Austria,L,Austria,0,"Python, AWS, Kubernetes, Scala, Statistics",PhD,0,Government,8.6,Quantum Computing Inc
AI03243,AI Consultant,66857,EN,FT,United States,M,France,100,"GCP, Scala, Mathematics",Associate,0,Manufacturing,8.9,DeepTech Ventures
AI03244,Machine Learning Engineer,61082,EN,FT,Ireland,S,Ireland,0,"MLOps, Data Visualization, PyTorch, Kubernetes, Python",PhD,1,Government,6.9,DataVision Ltd
AI03245,Principal Data Scientist,109973,MI,FL,Singapore,M,Singapore,100,"Kubernetes, MLOps, Spark, R, SQL",Associate,4,Real Estate,9.1,Machine Intelligence Group
AI03246,Machine Learning Engineer,96154,MI,PT,United Kingdom,S,United Kingdom,50,"Kubernetes, Data Visualization, Scala, Tableau",PhD,3,Telecommunications,8.5,Smart Analytics
AI03247,Data Engineer,80737,MI,CT,France,L,France,50,"Java, Python, Docker",PhD,3,Manufacturing,7.5,Quantum Computing Inc
AI03248,Data Analyst,60211,EN,PT,Israel,S,Israel,50,"NLP, Deep Learning, PyTorch, Mathematics, Scala",PhD,0,Technology,5.4,DataVision Ltd
AI03249,AI Research Scientist,77885,MI,PT,Austria,M,Austria,50,"Docker, Azure, Kubernetes",Associate,2,Gaming,8.5,Algorithmic Solutions
AI03250,Machine Learning Engineer,91640,MI,PT,Canada,S,China,50,"PyTorch, TensorFlow, Java, MLOps, AWS",Bachelor,4,Education,6.5,Digital Transformation LLC
AI03251,Principal Data Scientist,136201,EX,FT,Canada,S,Canada,100,"Kubernetes, Java, MLOps",Associate,11,Healthcare,9.9,Smart Analytics
AI03252,Machine Learning Researcher,100307,SE,PT,Singapore,S,Singapore,100,"R, SQL, Statistics, PyTorch",Associate,8,Government,7.7,Cloud AI Solutions
AI03253,AI Specialist,71821,EN,FT,Canada,L,Canada,0,"Azure, R, NLP, Hadoop, Git",Bachelor,0,Manufacturing,7.9,Future Systems
AI03254,AI Software Engineer,92325,MI,CT,Finland,L,Finland,100,"TensorFlow, Python, Java, Linux",Bachelor,2,Telecommunications,8.5,Digital Transformation LLC
AI03255,Machine Learning Researcher,128402,SE,PT,Germany,S,Germany,0,"Spark, SQL, Azure, GCP, Deep Learning",PhD,5,Government,6.3,Quantum Computing Inc
AI03256,Data Analyst,49741,EX,CT,India,M,India,0,"Docker, MLOps, Spark",Associate,12,Real Estate,8.1,TechCorp Inc
AI03257,AI Software Engineer,189605,SE,FT,Switzerland,S,Switzerland,0,"TensorFlow, Python, Tableau, Deep Learning",PhD,5,Real Estate,6.0,Cognitive Computing
AI03258,Machine Learning Engineer,91412,EN,FL,Singapore,L,United States,100,"Deep Learning, SQL, Hadoop",Associate,1,Education,7.7,Machine Intelligence Group
AI03259,Robotics Engineer,214536,SE,CT,Denmark,L,Poland,50,"SQL, Java, Statistics, Computer Vision, Deep Learning",PhD,8,Healthcare,9.8,AI Innovations
AI03260,Machine Learning Researcher,93353,MI,PT,Norway,S,Norway,0,"Computer Vision, SQL, NLP, PyTorch, AWS",Associate,3,Education,5.1,Autonomous Tech
AI03261,AI Architect,119157,SE,CT,Finland,L,Finland,100,"Kubernetes, PyTorch, GCP, Azure",Bachelor,7,Government,5.4,Advanced Robotics
AI03262,AI Specialist,262609,EX,CT,Switzerland,L,Switzerland,50,"Hadoop, TensorFlow, PyTorch, Azure",Bachelor,16,Education,5.6,Cloud AI Solutions
AI03263,AI Product Manager,69585,EN,PT,Australia,S,Australia,100,"Computer Vision, Mathematics, Azure, R",PhD,0,Real Estate,9.8,Machine Intelligence Group
AI03264,AI Product Manager,74761,EN,PT,Australia,M,Australia,50,"MLOps, GCP, Docker, Python",Bachelor,0,Government,6.9,AI Innovations
AI03265,ML Ops Engineer,162450,SE,PT,Switzerland,M,Switzerland,0,"Spark, Git, Mathematics, Kubernetes, Python",Associate,7,Automotive,6.5,Machine Intelligence Group
AI03266,Data Scientist,88851,EN,FL,Norway,S,Norway,100,"Data Visualization, Linux, Hadoop, Tableau",Bachelor,1,Retail,9.7,Quantum Computing Inc
AI03267,Autonomous Systems Engineer,91547,EN,CT,Netherlands,L,Denmark,100,"PyTorch, Scala, Spark, SQL",Master,0,Finance,6.3,DeepTech Ventures
AI03268,Principal Data Scientist,58081,EN,FT,Germany,M,Germany,50,"TensorFlow, Kubernetes, Python, R",PhD,0,Technology,8.1,Cloud AI Solutions
AI03269,Computer Vision Engineer,103246,SE,PT,Austria,S,Austria,50,"Docker, Scala, GCP, AWS",Associate,5,Finance,5.0,Quantum Computing Inc
AI03270,AI Research Scientist,32356,EN,CT,China,S,Estonia,100,"MLOps, R, Hadoop, SQL",PhD,0,Government,5.2,DeepTech Ventures
AI03271,AI Product Manager,48264,SE,FL,China,S,Hungary,0,"MLOps, PyTorch, Tableau, Data Visualization",Associate,7,Education,7.5,Neural Networks Co
AI03272,Research Scientist,66275,EN,PT,Japan,S,Japan,50,"Python, Tableau, SQL, MLOps",Master,1,Manufacturing,7.8,Cloud AI Solutions
AI03273,Machine Learning Researcher,177406,EX,FT,Japan,L,Mexico,50,"Hadoop, Spark, Kubernetes",Master,14,Consulting,8.4,Algorithmic Solutions
AI03274,Deep Learning Engineer,68779,EN,PT,United States,M,Poland,50,"Python, Git, NLP, Mathematics",PhD,0,Automotive,9.1,Predictive Systems
AI03275,Robotics Engineer,93037,MI,CT,France,M,France,0,"Git, Azure, Computer Vision, Python",PhD,2,Finance,5.9,Cognitive Computing
AI03276,AI Product Manager,90694,SE,CT,Canada,S,Canada,50,"R, Hadoop, Computer Vision, TensorFlow",Associate,8,Manufacturing,6.9,Quantum Computing Inc
AI03277,Autonomous Systems Engineer,197861,EX,FL,Israel,L,Malaysia,50,"Hadoop, MLOps, TensorFlow",Associate,17,Manufacturing,7.2,DataVision Ltd
AI03278,AI Research Scientist,68932,MI,PT,South Korea,M,Chile,0,"Azure, Python, Linux",Master,2,Finance,9.7,Quantum Computing Inc
AI03279,AI Software Engineer,83285,MI,CT,France,M,France,100,"Data Visualization, SQL, R, NLP",Master,2,Media,9.7,Neural Networks Co
AI03280,NLP Engineer,161470,SE,CT,Israel,L,Israel,0,"Data Visualization, Kubernetes, Computer Vision",PhD,6,Retail,9.2,Autonomous Tech
AI03281,NLP Engineer,101298,EN,FT,Norway,M,Norway,50,"NLP, GCP, Scala",Master,1,Technology,9.3,Machine Intelligence Group
AI03282,AI Software Engineer,98441,MI,PT,United States,M,United States,0,"Mathematics, Java, Scala, Docker",PhD,2,Finance,8.7,Digital Transformation LLC
AI03283,Principal Data Scientist,142540,SE,FT,South Korea,L,Czech Republic,0,"R, PyTorch, Linux, Mathematics",Master,6,Telecommunications,8.7,Autonomous Tech
AI03284,Machine Learning Researcher,141976,SE,FT,Israel,M,Indonesia,50,"Git, Kubernetes, PyTorch",PhD,9,Telecommunications,9.2,DeepTech Ventures
AI03285,Robotics Engineer,56123,EN,PT,Finland,M,Finland,50,"GCP, Python, AWS",Master,1,Manufacturing,5.1,Algorithmic Solutions
AI03286,NLP Engineer,93288,MI,PT,Germany,L,Germany,0,"Statistics, Scala, Mathematics, Kubernetes",Bachelor,4,Gaming,7.3,Machine Intelligence Group
AI03287,AI Consultant,111008,MI,FT,United States,S,United States,100,"Azure, R, Mathematics, NLP",Master,4,Consulting,8.4,Smart Analytics
AI03288,NLP Engineer,188040,EX,FT,Singapore,S,Singapore,0,"Scala, Git, SQL, Java, Mathematics",Associate,11,Transportation,7.7,DataVision Ltd
AI03289,Computer Vision Engineer,37867,MI,PT,China,S,China,0,"Git, Statistics, Scala",PhD,4,Real Estate,8.9,Predictive Systems
AI03290,AI Research Scientist,130573,EX,PT,Israel,S,India,100,"SQL, AWS, Python",Master,18,Finance,5.4,Advanced Robotics
AI03291,AI Product Manager,84549,EN,FL,Austria,L,Austria,50,"Linux, Mathematics, MLOps, Java, PyTorch",PhD,0,Transportation,9.8,DataVision Ltd
AI03292,AI Specialist,115767,EN,PT,Denmark,L,Denmark,50,"PyTorch, Python, Linux, Mathematics",PhD,1,Gaming,5.3,Autonomous Tech
AI03293,AI Consultant,229034,SE,FL,Switzerland,L,Malaysia,50,"R, Statistics, Data Visualization, Deep Learning",PhD,5,Gaming,9.4,DeepTech Ventures
AI03294,AI Research Scientist,128520,SE,PT,Singapore,S,Singapore,0,"Scala, TensorFlow, Kubernetes, Docker, Mathematics",Master,6,Media,6.5,AI Innovations
AI03295,Data Analyst,73935,EN,FT,Netherlands,S,Netherlands,100,"Spark, PyTorch, Java, GCP",Associate,0,Government,8.6,Machine Intelligence Group
AI03296,AI Product Manager,113864,SE,FT,Ireland,S,Kenya,50,"R, Hadoop, SQL, Data Visualization",Master,6,Finance,5.3,Predictive Systems
AI03297,Computer Vision Engineer,98526,SE,PT,Singapore,S,Singapore,50,"Azure, PyTorch, NLP",Associate,7,Manufacturing,8.0,Autonomous Tech
AI03298,Deep Learning Engineer,66726,EN,PT,Finland,M,Finland,100,"Docker, Computer Vision, Python, Spark",Bachelor,0,Real Estate,7.8,Cloud AI Solutions
AI03299,Data Analyst,88638,EN,CT,Australia,L,Sweden,100,"Mathematics, Deep Learning, Python, Java, TensorFlow",Master,1,Healthcare,7.6,DataVision Ltd
AI03300,Autonomous Systems Engineer,93012,MI,PT,United States,S,United States,50,"Kubernetes, Deep Learning, Git",PhD,3,Finance,9.8,Cloud AI Solutions
AI03301,Computer Vision Engineer,78878,EN,FL,Denmark,L,Canada,50,"Scala, GCP, MLOps, Linux, Spark",Associate,0,Consulting,9.1,Advanced Robotics
AI03302,NLP Engineer,82710,EN,FT,Japan,M,Japan,0,"Linux, Computer Vision, Tableau, NLP",Master,0,Gaming,6.3,DeepTech Ventures
AI03303,Machine Learning Engineer,29961,EN,FT,China,S,Canada,100,"Data Visualization, Python, Kubernetes",Bachelor,1,Real Estate,6.1,Future Systems
AI03304,NLP Engineer,273589,EX,FL,Denmark,M,Denmark,100,"R, Spark, GCP, Azure",PhD,11,Real Estate,7.4,Cognitive Computing
AI03305,AI Consultant,73518,EN,FL,Japan,M,Japan,0,"Data Visualization, NLP, AWS, Spark, Computer Vision",PhD,1,Real Estate,7.4,AI Innovations
AI03306,Autonomous Systems Engineer,62379,EN,FT,Japan,L,Japan,50,"Deep Learning, Python, TensorFlow",Bachelor,1,Retail,6.0,Autonomous Tech
AI03307,Data Analyst,73138,EX,CT,India,L,India,100,"PyTorch, GCP, MLOps, R, Deep Learning",Master,19,Real Estate,9.4,Cloud AI Solutions
AI03308,Data Engineer,308012,EX,FT,Netherlands,L,Israel,0,"Statistics, Spark, SQL, PyTorch, GCP",PhD,19,Automotive,8.5,Predictive Systems
AI03309,Robotics Engineer,72475,EN,FT,Israel,M,Israel,0,"Linux, TensorFlow, Python, Scala",Master,1,Retail,8.7,Autonomous Tech
AI03310,Research Scientist,71202,EN,CT,Norway,S,Norway,0,"Hadoop, MLOps, Git, Linux, NLP",Master,0,Automotive,7.8,Predictive Systems
AI03311,AI Research Scientist,178194,EX,FT,Netherlands,M,Netherlands,100,"Deep Learning, Git, R",Associate,15,Retail,7.5,DeepTech Ventures
AI03312,AI Consultant,26837,EN,CT,India,M,India,0,"PyTorch, SQL, Scala",Bachelor,0,Healthcare,7.4,Advanced Robotics
